segment,name,vram,size
text,func_00216F48,0x00216F48,0x1E8
text,func_00217130,0x00217130,0x454
text,func_00217588,0x00217588,0x40
text,func_002175C8,0x002175C8,0x60
text,func_00217628,0x00217628,0xA0
text,func_002176C8,0x002176C8,0x7C
text,func_00217748,0x00217748,0xA8
text,func_002177F0,0x002177F0,0x40
text,func_00217830,0x00217830,0x30
text,func_00217860,0x00217860,0x5C
text,func_002178C0,0x002178C0,0x5C
text,func_00217920,0x00217920,0x4C
text,func_00217970,0x00217970,0x54
text,func_002179C8,0x002179C8,0x3C
text,func_00217A08,0x00217A08,0x58
text,func_00217A60,0x00217A60,0x6C
text,func_00217AD0,0x00217AD0,0x14
text,func_00217AE8,0x00217AE8,0x3D8
text,func_00217EC0,0x00217EC0,0x14
text,func_00217ED8,0x00217ED8,0xC
text,func_00217EE8,0x00217EE8,0x80
text,func_00217F68,0x00217F68,0x21C
text,func_00218188,0x00218188,0x64
text,func_002181F0,0x002181F0,0x718
text,func_00218908,0x00218908,0x20
text,func_00218928,0x00218928,0x8
text,func_00218930,0x00218930,0x148
text,func_00218A78,0x00218A78,0x4
text,func_00218A80,0x00218A80,0x8C
text,func_00218B10,0x00218B10,0xBF4
text,func_00219704,0x00219704,0x70
text,func_00219778,0x00219778,0x4
text,func_00219780,0x00219780,0x1D4
text,func_00219958,0x00219958,0x2AC
text,func_00219C08,0x00219C08,0x68
text,func_00219C70,0x00219C70,0x1D4
text,func_00219E48,0x00219E48,0x14
text,func_00219E60,0x00219E60,0x2C
text,func_00219E90,0x00219E90,0x220
text,func_0021A0B0,0x0021A0B0,0xF0
text,func_0021A1A0,0x0021A1A0,0x46C
text,func_0021A610,0x0021A610,0x6C4
text,func_0021ACD8,0x0021ACD8,0x90
text,func_0021AD68,0x0021AD68,0x190
text,func_0021AEF8,0x0021AEF8,0x20C
text,func_0021B108,0x0021B108,0x2C
text,func_0021B138,0x0021B138,0x13C
text,func_0021B278,0x0021B278,0x8
text,func_0021B280,0x0021B280,0x8
text,func_0021B288,0x0021B288,0x10
text,func_0021B298,0x0021B298,0x8F8
text,func_0021BB90,0x0021BB90,0x61C
text,func_0021C1B0,0x0021C1B0,0x50C
text,func_0021C6C0,0x0021C6C0,0xD0
text,func_0021C790,0x0021C790,0xB0
text,func_0021C840,0x0021C840,0x558
text,func_0021CD98,0x0021CD98,0x8
text,func_0021CDA0,0x0021CDA0,0xBC
text,func_0021CE60,0x0021CE60,0x5C0
text,func_0021D420,0x0021D420,0x9C
text,func_0021D4C0,0x0021D4C0,0x2E0
text,func_0021D7A0,0x0021D7A0,0x228
text,func_0021D9C8,0x0021D9C8,0x98
text,func_0021DA60,0x0021DA60,0x34
text,func_0021DA98,0x0021DA98,0x2C
text,func_0021DAC8,0x0021DAC8,0x14
text,func_0021DAE0,0x0021DAE0,0x20
text,func_0021DB00,0x0021DB00,0x30
text,func_0021DB30,0x0021DB30,0x2D4
text,func_0021DE08,0x0021DE08,0x368
text,func_0021E170,0x0021E170,0x88
text,func_0021E1F8,0x0021E1F8,0x8
text,func_0021E200,0x0021E200,0xCC
text,func_0021E2D0,0x0021E2D0,0x6C
text,func_0021E340,0x0021E340,0x16C
text,func_0021E4B0,0x0021E4B0,0x4A0
text,func_0021E950,0x0021E950,0x484
text,func_0021EDD8,0x0021EDD8,0x28
text,func_0021EE00,0x0021EE00,0x130
text,func_0021EF30,0x0021EF30,0x8
text,func_0021EF38,0x0021EF38,0x24
text,func_0021EF60,0x0021EF60,0x3C
text,func_0021EFA0,0x0021EFA0,0x174
text,func_0021F118,0x0021F118,0xE4
text,func_0021F200,0x0021F200,0x38
text,func_0021F238,0x0021F238,0x3D8
text,func_0021F610,0x0021F610,0x8C
text,func_0021F6A0,0x0021F6A0,0x130
text,func_0021F7D0,0x0021F7D0,0xC8
text,func_0021F898,0x0021F898,0x1B8
text,func_0021FA50,0x0021FA50,0xA8
text,func_0021FAF8,0x0021FAF8,0x30
text,func_0021FB28,0x0021FB28,0x454
text,func_0021FF80,0x0021FF80,0x1A8
text,func_00220128,0x00220128,0x38
text,func_00220160,0x00220160,0x1D4
text,func_00220338,0x00220338,0x38
text,func_00220370,0x00220370,0x28C
text,func_00220600,0x00220600,0x90
text,func_00220690,0x00220690,0x264
text,func_002208F8,0x002208F8,0xA4
text,func_002209A0,0x002209A0,0x2EC
text,func_00220C90,0x00220C90,0x74
text,func_00220D08,0x00220D08,0x94
text,func_00220DA0,0x00220DA0,0x4C
text,func_00220DF0,0x00220DF0,0x590
text,func_00221380,0x00221380,0x308
text,func_00221688,0x00221688,0x13C
text,func_002217C8,0x002217C8,0xC0
text,func_00221888,0x00221888,0x2D0
text,func_00221B58,0x00221B58,0x304
text,func_00221E60,0x00221E60,0x20C
text,func_00222070,0x00222070,0x284
text,func_002222F8,0x002222F8,0x1B0
text,func_002224A8,0x002224A8,0x194
text,func_00222640,0x00222640,0xC8
text,func_00222708,0x00222708,0x134
text,func_00222840,0x00222840,0x8
text,func_00222848,0x00222848,0x108
text,func_00222950,0x00222950,0x28
text,func_00222978,0x00222978,0x38
text,func_002229B0,0x002229B0,0xDC
text,func_00222A90,0x00222A90,0x3C
text,func_00222AD0,0x00222AD0,0x30
text,func_00222B00,0x00222B00,0x94
text,func_00222B98,0x00222B98,0x1D4
text,func_00222D70,0x00222D70,0x3C
text,func_00222DB0,0x00222DB0,0xE8
text,func_00222E98,0x00222E98,0x10C
text,func_00222FA8,0x00222FA8,0x198
text,func_00223140,0x00223140,0x19C
text,func_002232E0,0x002232E0,0x194
text,func_00223478,0x00223478,0x14
text,func_00223490,0x00223490,0x37C
text,func_00223810,0x00223810,0x1E0
text,func_002239F0,0x002239F0,0x150
text,func_00223B40,0x00223B40,0x2FC
text,func_00223E40,0x00223E40,0x190
text,func_00223FD0,0x00223FD0,0x3C
text,func_00224010,0x00224010,0x30
text,func_00224040,0x00224040,0x3A8
text,func_002243E8,0x002243E8,0x340
text,func_00224728,0x00224728,0x508
text,func_00224C30,0x00224C30,0x484
text,func_002250B8,0x002250B8,0x29C
text,func_00225358,0x00225358,0x1EC
text,func_00225548,0x00225548,0xB0
text,func_002255F8,0x002255F8,0x7F8
text,func_00225DF0,0x00225DF0,0x8
text,func_00225DF8,0x00225DF8,0x8
text,func_00225E00,0x00225E00,0x1B4
text,func_00225FB8,0x00225FB8,0xEC
text,func_002260A8,0x002260A8,0x1A8
text,func_00226250,0x00226250,0x130
text,func_00226380,0x00226380,0x90
text,func_00226410,0x00226410,0x310
text,func_00226720,0x00226720,0xA0
text,func_002267C0,0x002267C0,0x44
text,func_00226808,0x00226808,0xE8
text,func_002268F0,0x002268F0,0x84
text,func_00226978,0x00226978,0x37C
text,func_00226CF8,0x00226CF8,0x50
text,func_00226D48,0x00226D48,0x8
text,func_00226D50,0x00226D50,0x154
text,func_00226EA8,0x00226EA8,0xBC
text,func_00226F68,0x00226F68,0xB0
text,func_00227018,0x00227018,0x50
text,func_00227068,0x00227068,0x44
text,func_002270B0,0x002270B0,0x4C
text,func_00227100,0x00227100,0x78C
text,func_00227890,0x00227890,0x94
text,func_00227928,0x00227928,0xA4
text,func_002279D0,0x002279D0,0x5C
text,func_00227A30,0x00227A30,0x40
text,func_00227A70,0x00227A70,0x90
text,func_00227B00,0x00227B00,0x178
text,func_00227C78,0x00227C78,0xA4
text,func_00227D20,0x00227D20,0x90
text,func_00227DB0,0x00227DB0,0x35C
text,func_00228110,0x00228110,0x50
text,func_00228160,0x00228160,0x100
text,func_00228268,0x00228268,0x50
text,func_002282B8,0x002282B8,0x14
text,func_002282D0,0x002282D0,0x130
text,func_00228400,0x00228400,0x54
text,func_00228458,0x00228458,0x90
text,func_002284E8,0x002284E8,0x1A8
text,func_00228690,0x00228690,0x1CC
text,func_00228860,0x00228860,0x1F4
text,func_00228A58,0x00228A58,0x2C8
text,func_00228D20,0x00228D20,0x378
text,func_00229098,0x00229098,0x14C
text,func_002291E8,0x002291E8,0x64C
text,func_00229838,0x00229838,0x74
text,func_002298B0,0x002298B0,0x354
text,func_00229C08,0x00229C08,0x13C
text,func_00229D48,0x00229D48,0x104
text,func_00229E50,0x00229E50,0xB0
text,func_00229F00,0x00229F00,0x1744
text,func_0022B648,0x0022B648,0x2AC
text,func_0022B8F8,0x0022B8F8,0x5B4
text,func_0022BEB0,0x0022BEB0,0x2D4
text,func_0022C188,0x0022C188,0x414
text,func_0022C5A0,0x0022C5A0,0x240
text,func_0022C7E0,0x0022C7E0,0x8C
text,func_0022C870,0x0022C870,0x12C
text,func_0022C9A0,0x0022C9A0,0x4
text,func_0022C9A8,0x0022C9A8,0x58
text,func_0022CA00,0x0022CA00,0x23C
text,func_0022CC40,0x0022CC40,0x274
text,func_0022CEB8,0x0022CEB8,0x324
text,func_0022D1DC,0x0022D1DC,0xD0
text,func_0022D2AC,0x0022D2AC,0x14C
text,func_0022D3F8,0x0022D3F8,0x128
text,func_0022D520,0x0022D520,0x194
text,func_0022D6B4,0x0022D6B4,0x128
text,func_0022D7E0,0x0022D7E0,0xE0
text,func_0022D8C0,0x0022D8C0,0xAC
text,func_0022D970,0x0022D970,0x9C
text,func_0022DA10,0x0022DA10,0xEC
text,func_0022DB00,0x0022DB00,0x44
text,func_0022DB48,0x0022DB48,0xA0
text,func_0022DBE8,0x0022DBE8,0x17C
text,func_0022DD68,0x0022DD68,0xCB4
text,func_0022EA20,0x0022EA20,0x84
text,func_0022EAB0,0x0022EAB0,0x54
text,func_0022EB08,0x0022EB08,0x274
text,func_0022ED80,0x0022ED80,0xA4
text,func_0022EE28,0x0022EE28,0x8C
text,func_0022EEB8,0x0022EEB8,0x94
text,func_0022EF50,0x0022EF50,0x14
text,func_0022EF68,0x0022EF68,0x78
text,func_0022EFE8,0x0022EFE8,0xA8
text,func_0022F090,0x0022F090,0x18
text,func_0022F0A8,0x0022F0A8,0x44
text,func_0022F0F0,0x0022F0F0,0x2C
text,func_0022F120,0x0022F120,0x4
text,func_0022F128,0x0022F128,0x130
text,func_0022F258,0x0022F258,0x22C
text,func_0022F498,0x0022F498,0x4
text,func_0022F4A0,0x0022F4A0,0x1C
text,func_0022F4C0,0x0022F4C0,0x278
text,func_0022F738,0x0022F738,0x4A4
text,func_0022FBE0,0x0022FBE0,0x13C
text,func_0022FD20,0x0022FD20,0xA0
text,func_0022FDC0,0x0022FDC0,0x7DC
text,func_002305A0,0x002305A0,0x328
text,func_002308C8,0x002308C8,0x1C8
text,func_00230A90,0x00230A90,0x176C
text,func_00232200,0x00232200,0x78
text,func_00232278,0x00232278,0x6A8
text,func_00232920,0x00232920,0xE0
text,func_00232A00,0x00232A00,0x18C
text,func_00232B90,0x00232B90,0x35C
text,func_00232EF0,0x00232EF0,0x418
text,func_00233308,0x00233308,0x7B0
text,func_00233AB8,0x00233AB8,0x540
text,func_00233FF8,0x00233FF8,0x1C
text,func_00234018,0x00234018,0x13C
text,func_00234158,0x00234158,0xE0
text,func_00234238,0x00234238,0x118
text,func_00234350,0x00234350,0x28
text,func_00234380,0x00234380,0x158
text,func_002344D8,0x002344D8,0x144
text,func_00234620,0x00234620,0x9C
text,func_002346C0,0x002346C0,0x128
text,func_002347F0,0x002347F0,0xC8
text,func_002348B8,0x002348B8,0x2C
text,func_002348E8,0x002348E8,0x5C
text,func_00234948,0x00234948,0x70
text,func_002349B8,0x002349B8,0x110
text,func_00234AC8,0x00234AC8,0x80
text,func_00234B48,0x00234B48,0x4C
text,func_00234B98,0x00234B98,0x4
text,func_00234BA0,0x00234BA0,0xA4
text,func_00234C48,0x00234C48,0x4
text,func_00234C50,0x00234C50,0x48
text,func_00234C98,0x00234C98,0xB4
text,func_00234D50,0x00234D50,0x4
text,func_00234D58,0x00234D58,0x11C
text,func_00234E78,0x00234E78,0x4
text,func_00234E80,0x00234E80,0x5C
text,func_00234EE0,0x00234EE0,0x5C
text,func_00234F40,0x00234F40,0x5C
text,func_00234FA0,0x00234FA0,0x4
text,func_00234FA8,0x00234FA8,0x5C
text,func_00235008,0x00235008,0xC
text,func_00235018,0x00235018,0x90
text,func_002350A8,0x002350A8,0x70
text,func_00235118,0x00235118,0xFC
text,func_00235218,0x00235218,0x74
text,func_00235290,0x00235290,0x34
text,func_002352C8,0x002352C8,0xC28
text,func_00235EF0,0x00235EF0,0x16C
text,func_00236060,0x00236060,0x250
text,func_002362B0,0x002362B0,0x6A4
text,func_00236958,0x00236958,0x13C
text,func_00236A98,0x00236A98,0xC0
text,func_00236B58,0x00236B58,0x54
text,func_00236BB0,0x00236BB0,0x2C
text,func_00236BE0,0x00236BE0,0xC8
text,func_00236CA8,0x00236CA8,0x258
text,func_00236F00,0x00236F00,0x14D4
text,func_002383D8,0x002383D8,0x2AC
text,func_00238688,0x00238688,0x6FC
text,func_00238D88,0x00238D88,0x8
text,func_00238D90,0x00238D90,0x204
text,func_00238F98,0x00238F98,0x1E4
text,func_00239180,0x00239180,0x24
text,func_002391A8,0x002391A8,0x3C
text,func_002391E8,0x002391E8,0x424
text,func_00239610,0x00239610,0x14
text,func_00239628,0x00239628,0x210
text,func_00239838,0x00239838,0x10C
text,func_00239948,0x00239948,0x58
text,func_002399A0,0x002399A0,0x60
text,func_00239A00,0x00239A00,0x2F4
text,func_00239CF8,0x00239CF8,0x524
text,func_0023A220,0x0023A220,0x258
text,func_0023A478,0x0023A478,0x15C
text,func_0023A5D8,0x0023A5D8,0x4
text,func_0023A5E0,0x0023A5E0,0x364
text,func_0023A948,0x0023A948,0xBC
text,func_0023AA08,0x0023AA08,0x2C
text,func_0023AA38,0x0023AA38,0x5CC
text,func_0023B008,0x0023B008,0xC
text,func_0023B018,0x0023B018,0x1C4
text,func_0023B1E8,0x0023B1E8,0x24
text,func_0023B210,0x0023B210,0x2F4
text,func_0023B510,0x0023B510,0xBC
text,func_0023B5D0,0x0023B5D0,0x9C
text,func_0023B670,0x0023B670,0xD0
text,func_0023B740,0x0023B740,0x400
text,func_0023BB40,0x0023BB40,0x1C
text,func_0023BB60,0x0023BB60,0x2C
text,func_0023BB90,0x0023BB90,0x2A4
text,func_0023BE38,0x0023BE38,0x10C
text,func_0023BF48,0x0023BF48,0x24
text,func_0023BF70,0x0023BF70,0x2C
text,func_0023BFA0,0x0023BFA0,0xBC
text,func_0023C060,0x0023C060,0x20
text,func_0023C080,0x0023C080,0x4
text,func_0023C088,0x0023C088,0x58
text,func_0023C0E0,0x0023C0E0,0x44
text,func_0023C128,0x0023C128,0xD0
text,func_0023C1F8,0x0023C1F8,0xB4
text,func_0023C2B0,0x0023C2B0,0x10
text,func_0023C2C0,0x0023C2C0,0x24
text,func_0023C2E8,0x0023C2E8,0xA8
text,func_0023C390,0x0023C390,0x24C
text,func_0023C5E0,0x0023C5E0,0x1C4
text,func_0023C7A8,0x0023C7A8,0x168
text,func_0023C910,0x0023C910,0x4C
text,func_0023C960,0x0023C960,0x4C
text,func_0023C9B0,0x0023C9B0,0x10
text,func_0023C9C0,0x0023C9C0,0x138
text,func_0023CAF8,0x0023CAF8,0xE4
text,func_0023CBE0,0x0023CBE0,0x130
text,func_0023CD10,0x0023CD10,0x18
text,func_0023CD28,0x0023CD28,0x8
text,func_0023CD30,0x0023CD30,0x30
text,func_0023CD60,0x0023CD60,0x44
text,func_0023CDA8,0x0023CDA8,0x48
text,func_0023CDF0,0x0023CDF0,0x24
text,func_0023CE18,0x0023CE18,0x10
text,func_0023CE28,0x0023CE28,0x8
text,func_0023CE30,0x0023CE30,0x98
text,func_0023CEC8,0x0023CEC8,0x44
text,func_0023CF10,0x0023CF10,0x6C
text,func_0023CF80,0x0023CF80,0x6C
text,func_0023CFF0,0x0023CFF0,0x24
text,func_0023D018,0x0023D018,0x78
text,func_0023D090,0x0023D090,0x160
text,func_0023D1F0,0x0023D1F0,0xF4
text,func_0023D2E8,0x0023D2E8,0x54
text,func_0023D340,0x0023D340,0x1FC
text,func_0023D540,0x0023D540,0x110
text,func_0023D650,0x0023D650,0x338
text,func_0023D988,0x0023D988,0x58
text,func_0023D9E0,0x0023D9E0,0x4C
text,func_0023DA30,0x0023DA30,0x54
text,func_0023DA88,0x0023DA88,0x154
text,func_0023DBE0,0x0023DBE0,0x110
text,func_0023DCF0,0x0023DCF0,0x1A4
text,func_0023DE98,0x0023DE98,0x100
text,func_0023DF98,0x0023DF98,0x4
text,func_0023DFA0,0x0023DFA0,0x20
text,func_0023DFC0,0x0023DFC0,0x1C
text,func_0023DFE0,0x0023DFE0,0x1C
text,func_0023E000,0x0023E000,0x8
text,func_0023E008,0x0023E008,0x34
text,func_0023E040,0x0023E040,0xC
text,func_0023E050,0x0023E050,0x8
text,func_0023E058,0x0023E058,0xC
text,func_0023E068,0x0023E068,0x48
text,func_0023E0B0,0x0023E0B0,0x1C
text,func_0023E0D0,0x0023E0D0,0x4
text,func_0023E0D8,0x0023E0D8,0xD8
text,func_0023E1B0,0x0023E1B0,0x48
text,func_0023E1F8,0x0023E1F8,0x9C
text,func_0023E298,0x0023E298,0x1B4
text,func_0023E450,0x0023E450,0x28
text,func_0023E478,0x0023E478,0x38
text,func_0023E4B0,0x0023E4B0,0x30
text,func_0023E4E0,0x0023E4E0,0x30
text,func_0023E510,0x0023E510,0x50
text,func_0023E560,0x0023E560,0x4C
text,func_0023E5B0,0x0023E5B0,0x8
text,func_0023E5B8,0x0023E5B8,0x10
text,func_0023E5C8,0x0023E5C8,0x14
text,func_0023E5E0,0x0023E5E0,0x78
text,func_0023E658,0x0023E658,0x40
text,func_0023E698,0x0023E698,0xC
text,func_0023E6A8,0x0023E6A8,0x64
text,func_0023E710,0x0023E710,0x20
